"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소"
"상봉요양원단기보호","J6600","(노인) 재가노인복지시설","재가노인복지시설","자치구","박서현","1126000000","중랑구","서울특별시 중랑구 용마산로 494상아빌딩 5층"
"새마음데이케어센터","J6647","(노인) 재가노인복지시설","재가노인복지시설","자치구","박종선","1147000000","양천구","서울특별시 양천구 월정로 175(신월1동)"
"유나노인복지센터","J7204","(노인) 재가노인복지시설","재가노인복지시설","자치구","태정완","1126000000","중랑구","서울특별시 중랑구 동일로139길 43"
"창5동데이케어센터","J7329","(노인) 재가노인복지시설","재가노인복지시설","자치구","김은혜","1132000000","도봉구","서울특별시 도봉구 창동34 (창동)"
"우리마포데이케어센터","J7410","(노인) 재가노인복지시설","재가노인복지시설","자치구","박소현","1144000000","마포구","서울특별시 마포구 신촌로26길10 (노고산동 우리마포복지관(45층))"
"삼화데이케어센터","J7590","(노인) 재가노인복지시설","재가노인복지시설","자치구","심현웅","1159000000","동작구","서울특별시 동작구 사당로13길42 (사당동)"
"홍광데이케어센터","J7699","(노인) 재가노인복지시설","재가노인복지시설","자치구","정혜원","1141000000","서대문구","서울특별시 서대문구 통일로39길 22-31(홍제동)"
"사랑노인복지센터","J7778","(노인) 재가노인복지시설","재가노인복지시설","자치구","신남심","1126000000","중랑구","서울특별시 중랑구 봉화산로 194신아타운 3층 304호"
"송학데이케어센터","J8138","(노인) 재가노인복지시설","재가노인복지시설","자치구","노찬미","1159000000","동작구","서울특별시 동작구 상도동210번지 249호 345층"
"(주)삼성종합복지센터","J8282","(노인) 재가노인복지시설","재가노인복지시설","자치구","장종숙","1132000000","도봉구","서울특별시 도봉구 방학동210 101동 2층 4호 (방학동 신동아타워 상가)"
"엔젤데이케어센터","J8436","(노인) 재가노인복지시설","재가노인복지시설","자치구","이춘성","1159000000","동작구","서울특별시 동작구 사당로16라길 9(사당동) "
"성원노인복지센터","J8681","(노인) 재가노인복지시설","재가노인복지시설","자치구","이승남","1165000000","서초구","서울특별시 서초구 방배천로16길 11-41층 (방배동)"
"강남제일재가노인복지센터","J8697","(노인) 재가노인복지시설","재가노인복지시설","자치구","지하리","1168000000","강남구","서울특별시 강남구 개포로 237-0302  (개포동 유진빌딩)"
"노들데이케어센터","J8846","(노인) 재가노인복지시설","재가노인복지시설","자치구","권영미","1159000000","동작구","서울특별시 동작구 노량진로32길79 (본동)"
"지브로방문요양센터","J9447","(노인) 재가노인복지시설","재가노인복지시설","자치구","이한구","1165000000","서초구","서울특별시 서초구 강남대로43길 22-12층 (서초동)"
"은나무단기보호센터","J9588","(노인) 재가노인복지시설","재가노인복지시설","자치구","곽상원","1123000000","동대문구","서울특별시 동대문구 답십리동77 3층 (답십리동 일신빌딩)"
"은빛노인요양단기보호2","M0426","(노인) 재가노인복지시설","재가노인복지시설","자치구","진난주","1171000000","송파구","서울특별시 송파구 거마로 993층 4층"
"은빛노인요양단기보호1","M0427","(노인) 재가노인복지시설","재가노인복지시설","자치구","강정숙","1171000000","송파구","서울특별시 송파구 거마로 992층 6층"
"수실버주야간보호센터","M0431","(노인) 재가노인복지시설","재가노인복지시설","자치구","유지원","1171000000","송파구","서울특별시 송파구 성내천로212 4층 (마천동)"
"조은복지협동조합","M0501","(노인) 재가노인복지시설","재가노인복지시설","자치구","남진우","1138000000","은평구","서울특별시 은평구 서오릉로 31 2층 (녹번동)"
"행복드림복지협동조합","M0791","(노인) 재가노인복지시설","재가노인복지시설","자치구","손호정","1141000000","서대문구","서울특별시 서대문구 응암로73 3층 301호 (북가좌동)"
"(주)그린케어강동노인복지센터","M0838","(노인) 재가노인복지시설","재가노인복지시설","자치구","이경미","1174000000","강동구","서울특별시 강동구 암사동824 (암사동)"
"수유데이케어센터","M0911","(노인) 재가노인복지시설","재가노인복지시설","자치구","김희선","1130500000","강북구","서울특별시 강북구 덕릉로46 3층 (수유동)"
"강북실버데이케어센터","M1499","(노인) 재가노인복지시설","재가노인복지시설","자치구","전명우","1130500000","강북구","서울특별시 강북구 오패산로290 (미아동)"
"번동데이케어센터","M1572","(노인) 재가노인복지시설","재가노인복지시설","자치구","정진애","1130500000","강북구","서울특별시 강북구 월계로 1872층 (번동)"
"상계동성당데이케어센터","M3864","(노인) 재가노인복지시설","재가노인복지시설","자치구","유태준","1135000000","노원구","서울특별시 노원구 덕릉로 736 (상계동)"
"사단법인나눔과보람복지회양천재가노인복지센터","X0591","(노인) 재가노인복지시설","재가노인복지시설","자치구","임준희","1147000000","양천구","서울특별시 양천구 목동로23길 34205호 (신정동 양천시장주상복합)"
"은천주간보호센터","Z0144","(노인) 재가노인복지시설","재가노인복지시설","자치구","심숙","1123000000","동대문구","서울특별시 동대문구 장한로27가길 66(장안2동)"
"서초구립방배노인데이케어센터","Z0630","(노인) 재가노인복지시설","재가노인복지시설","자치구","이후자","1165000000","서초구","서울특별시 서초구 방배천로 48(방배동 455-11)"
